Rozmiar   Gestosc   Czas 
10   100   0.005586
10   100   0.005546
10   100   0.005658
10   100   0.005825
10   100   0.005656
10   100   0.00552
10   100   0.005556
10   100   0.005693
10   100   0.005568
10   100   0.005619
10   100   0.005605
10   100   0.005577
10   100   0.005662
10   100   0.005624
10   100   0.005695
10   100   0.005642
10   100   0.005701
10   100   0.005543
10   100   0.005658
10   100   0.005574
10   100   0.005699
20   25   0.053728
20   25   0.054266
20   25   0.055924
20   25   0.052502
20   25   0.055928
20   25   0.053569
20   25   1.86433
20   25   0.067515
20   25   0.092607
20   25   0.052978
20   25   0.055561
20   25   0.05308
20   25   0.05499
20   25   0.05395
20   25   0.053956
20   25   0.063654
20   25   0.054538
20   25   0.05509
20   25   0.053942
20   25   0.053006
20   25   0.055012
20   25   0.053199
20   25   0.061904
20   25   0.054657
20   25   0.052616
20   25   0.053323
20   25   0.05333
20   25   0.053767
20   25   0.053256
20   25   0.055222
20   25   0.055596
20   25   0.054785
20   25   0.055016
20   25   0.053638
20   25   0.071219
20   25   0.05444
20   25   0.055011
20   25   0.051852
20   25   0.053148
20   25   0.053516
20   25   0.052793
20   25   0.05355
20   25   0.054857
20   25   0.052988
20   25   0.053655
20   25   0.053264
20   25   0.052424
20   25   0.054072
20   25   0.053684
20   25   0.095547
20   25   0.054684
20   25   0.053006
20   25   0.05526
20   25   0.053209
20   25   0.054179
20   25   0.054276
20   25   0.053558
20   25   0.055164
20   25   0.053933
20   25   0.068107
20   25   0.053469
20   25   0.054745
20   25   1.61307
20   25   0.0572
20   25   0.05547
20   25   0.053328
20   25   0.052518
20   25   0.052016
20   25   0.068049
20   25   0.054637
20   25   0.056755
20   25   0.052567
20   25   0.054021
20   25   0.052112
20   25   0.053247
20   25   0.054453
20   25   0.053593
20   25   0.05541
20   25   0.055467
20   25   0.052365
20   25   0.053102
20   25   0.053968
20   25   0.053834
20   25   0.063373
20   25   0.053301
20   25   0.292859
20   25   0.054148
20   25   0.0539
20   25   0.055304
20   25   0.053186
20   25   0.051823
20   25   0.052324
20   25   0.054085
20   25   0.054537
20   25   0.053941
20   25   0.054604
20   25   0.052896
20   25   0.054351
20   25   0.053757
20   25   0.055006
20   50   0.062402
20   50   0.065251
20   50   0.069237
20   50   0.067569
20   50   0.068639
20   50   0.0684
20   50   0.068663
20   50   0.068361
20   50   0.068125
20   50   0.068034
20   50   0.068469
20   50   0.069905
20   50   0.084247
20   50   0.064251
20   50   0.067936
20   50   0.066535
20   50   0.067479
20   50   0.067498
20   50   0.085108
20   50   0.070778
20   50   0.071064
20   50   0.067501
20   50   0.0687
20   50   0.069746
20   50   0.067868
20   50   0.065398
20   50   0.069825
20   50   0.064141
20   50   0.068648
20   50   0.066286
20   50   0.070761
20   50   0.069347
20   50   0.067811
20   50   0.23445
20   50   0.068774
20   50   0.070009
20   50   0.066784
20   50   0.114162
20   50   0.067425
20   50   0.068515
20   50   0.063599
20   50   0.070893
20   50   0.068496
20   50   0.067844
20   50   0.067358
20   50   0.068221
20   50   0.069166
20   50   0.078257
20   50   0.069009
20   50   0.065052
20   50   0.071322
20   50   0.066629
20   50   0.069517
20   50   0.134845
20   50   0.11902
20   50   0.06807
20   50   0.122932
20   50   0.0688
20   50   0.069797
20   50   0.070115
20   50   0.067838
20   50   0.070098
20   50   0.066386
20   50   0.070174
20   50   0.067989
20   50   0.070893
20   50   0.069093
20   50   0.066597
20   50   0.065268
20   50   0.068947
20   50   0.070068
20   50   0.068746
20   50   0.071676
20   50   0.067114
20   50   0.067479
20   50   0.065568
20   50   0.067766
20   50   0.068241
20   50   0.064707
20   50   0.069096
20   50   0.065852
20   50   0.067407
20   50   0.068903
20   50   0.069871
20   50   0.072017
20   50   0.064446
20   50   0.065833
20   50   0.068264
20   50   0.070101
20   50   0.067493
20   50   0.068635
20   50   0.069815
20   50   0.064645
20   50   0.067729
20   50   0.081462
20   50   0.067173
20   50   0.067723
20   50   0.068022
20   50   0.066517
20   50   0.093985
20   75   0.062103
20   75   0.058103
20   75   0.058495
20   75   0.058839
20   75   0.058473
20   75   0.058496
20   75   0.058993
20   75   0.056667
20   75   0.059583
20   75   0.061003
20   75   0.059417
20   75   0.058808
20   75   0.057633
20   75   0.060356
20   75   0.059216
20   75   0.058259
20   75   0.059449
20   75   0.061172
20   75   0.059451
20   75   0.058485
20   75   3.20963
20   75   0.058586
20   75   0.056504
20   75   0.057261
20   75   0.058474
20   75   0.058603
20   75   0.058467
20   75   0.060118
20   75   0.109307
20   75   0.057537
20   75   0.057531
20   75   0.057306
20   75   0.059013
20   75   0.060567
20   75   0.059476
20   75   0.057879
20   75   0.061054
20   75   0.058482
20   75   0.105388
20   75   0.352531
20   75   0.057491
20   75   0.058698
20   75   0.082758
20   75   0.057678
20   75   0.071883
20   75   0.060234
20   75   0.059377
20   75   0.056231
20   75   0.059622
20   75   0.057882
20   75   0.057728
20   75   0.058588
20   75   0.059966
20   75   0.056709
20   75   0.065724
20   75   0.060244
20   75   0.059544
20   75   0.059243
20   75   0.059663
20   75   0.05541
20   75   0.05913
20   75   0.060739
20   75   0.059066
20   75   0.059337
20   75   0.058392
20   75   0.058594
20   75   0.058977
20   75   0.059838
20   75   0.060566
20   75   0.060422
20   75   0.059741
20   75   0.059606
20   75   0.056134
20   75   0.059007
20   75   0.060199
20   75   0.058547
20   75   0.058406
20   75   0.059513
20   75   0.057651
20   75   0.059524
20   75   0.059483
20   75   0.061757
20   75   0.059037
20   75   0.089423
20   75   0.057839
20   75   0.103851
20   75   0.05772
20   75   0.057572
20   75   0.055629
20   75   0.060158
20   75   0.098646
20   75   0.060971
20   75   0.072033
20   75   0.106746
20   75   0.059561
20   75   0.056314
20   75   0.060362
20   75   0.058566
20   75   0.057995
20   75   0.059491
20   100   0.046249
20   100   0.045538
20   100   0.083315
20   100   0.04513
20   100   0.045335
20   100   0.045206
20   100   0.045412
20   100   0.045002
20   100   0.044798
20   100   0.045151
20   100   0.0679
20   100   0.045454
20   100   0.045097
20   100   0.044929
20   100   0.044939
20   100   0.045128
20   100   0.045062
20   100   0.045149
20   100   0.063346
20   100   0.052496
20   100   0.045031
20   100   0.045072
20   100   0.045203
20   100   0.045131
20   100   0.045137
20   100   0.04505
20   100   0.045233
20   100   0.045338
20   100   0.059344
20   100   0.045104
20   100   0.045035
20   100   0.045121
20   100   0.045132
20   100   0.045503
20   100   0.045274
20   100   0.04525
20   100   0.058393
20   100   0.045154
20   100   0.045374
20   100   0.045163
20   100   0.045128
20   100   0.045064
20   100   0.04519
20   100   0.04509
20   100   0.044828
20   100   0.055552
20   100   0.044905
20   100   0.044895
20   100   0.045129
20   100   0.045098
20   100   0.045394
20   100   0.04522
20   100   0.045589
20   100   0.045223
20   100   0.099582
20   100   0.045218
20   100   0.045
20   100   0.045214
20   100   0.04513
20   100   0.045276
20   100   0.045418
20   100   0.045189
20   100   0.053892
20   100   0.045013
20   100   0.045276
20   100   0.045294
20   100   0.045263
20   100   0.045365
20   100   0.045032
20   100   0.045018
20   100   0.045017
20   100   0.053138
20   100   0.044801
20   100   0.045117
20   100   0.044881
20   100   0.045395
20   100   0.044865
20   100   0.045089
20   100   0.044995
20   100   0.045049
20   100   0.053627
20   100   0.045009
20   100   0.045024
20   100   0.045044
20   100   0.045134
20   100   0.044976
20   100   0.045275
20   100   0.045151
20   100   0.045157
20   100   0.045076
20   100   0.04506
20   100   0.045127
20   100   0.045229
20   100   0.071094
20   100   0.044992
20   100   0.045456
20   100   0.045133
20   100   0.045347
20   100   0.044994
20   100   0.045075
40   25   0.471894
40   25   0.477978
40   25   0.477067
40   25   0.602344
40   25   0.62632
40   25   0.501829
40   25   0.482621
40   25   0.565755
40   25   0.482696
40   25   0.467887
40   25   0.518505
40   25   0.472569
40   25   0.537261
40   25   0.545862
40   25   0.843858
40   25   0.476443
40   25   0.481052
40   25   0.473561
40   25   0.479646
40   25   0.493164
40   25   0.496768
40   25   0.473196
40   25   0.484333
40   25   0.476886
40   25   0.483587
40   25   0.476239
40   25   0.4804
40   25   0.498604
40   25   0.473803
40   25   0.521219
40   25   0.473753
40   25   0.480854
40   25   0.471513
40   25   0.569431
40   25   0.530053
40   25   0.560647
40   25   0.511187
40   25   0.473387
40   25   0.531323
40   25   0.473102
40   25   0.489137
40   25   0.487177
40   25   0.499587
40   25   0.473452
40   25   0.489526
40   25   0.474848
40   25   0.472393
40   25   0.48603
40   25   0.468818
40   25   0.493478
40   25   0.687953
40   25   0.617662
40   25   0.487381
40   25   0.517333
40   25   2.73705
40   25   0.511683
40   25   0.471792
40   25   0.527384
40   25   0.488084
40   25   0.484574
40   25   0.497685
40   25   0.671435
40   25   0.51901
40   25   0.556323
40   25   0.580912
40   25   0.513226
40   25   0.517159
40   25   0.526913
40   25   0.472331
40   25   0.481662
40   25   0.470742
40   25   0.52613
40   25   0.472603
40   25   0.481394
40   25   0.507231
40   25   0.481012
40   25   0.482595
40   25   0.631232
40   25   0.484607
40   25   0.476388
40   25   0.48393
40   25   0.485953
40   25   0.498713
40   25   0.472753
40   25   0.479444
40   25   0.475178
40   25   0.46595
40   25   0.501326
40   25   0.485643
40   25   0.54876
40   25   0.474227
40   25   0.48373
40   25   0.471531
40   25   0.483622
40   25   0.516717
40   25   0.528576
40   25   0.514975
40   25   0.51317
40   25   0.483097
40   25   0.47391
40   50   0.614042
40   50   0.619002
40   50   0.62005
40   50   0.647376
40   50   0.621718
40   50   0.606178
40   50   0.666454
40   50   0.619693
40   50   0.646972
40   50   0.615462
40   50   0.639281
40   50   0.615345
40   50   0.606286
40   50   0.624169
40   50   0.616248
40   50   0.692858
40   50   0.758564
40   50   0.624576
40   50   0.613467
40   50   0.755897
40   50   0.635629
40   50   0.603562
40   50   0.6374
40   50   0.620965
40   50   0.614614
40   50   0.697103
40   50   0.671604
40   50   1.00479
40   50   0.669107
40   50   0.654202
40   50   0.658852
40   50   0.620286
40   50   0.619488
40   50   0.629448
40   50   0.624758
40   50   0.777377
40   50   0.610912
40   50   0.606441
40   50   0.611493
40   50   0.616241
40   50   0.646009
40   50   0.654417
40   50   0.650904
40   50   0.623408
40   50   0.62366
40   50   0.627663
40   50   0.65158
40   50   0.653298
40   50   0.635437
40   50   0.628734
40   50   0.639191
40   50   0.634124
40   50   0.660525
40   50   0.620057
40   50   0.627551
40   50   0.638726
40   50   0.622642
40   50   0.651659
40   50   0.647375
40   50   0.632696
40   50   0.61739
40   50   0.628023
40   50   0.751873
40   50   0.687236
40   50   0.655301
40   50   0.962733
40   50   0.630027
40   50   0.62034
40   50   0.661974
40   50   0.640236
40   50   0.65105
40   50   0.617221
40   50   0.675819
40   50   0.641119
40   50   0.672874
40   50   0.617022
40   50   0.645016
40   50   0.641409
40   50   0.615285
40   50   0.654136
40   50   0.637182
40   50   0.6546
40   50   0.618114
40   50   0.645981
40   50   0.630585
40   50   0.660666
40   50   0.624208
40   50   0.680914
40   50   0.639343
40   50   0.628999
40   50   0.662082
40   50   0.647937
40   50   0.620376
40   50   0.619061
40   50   0.642444
40   50   0.644999
40   50   0.655946
40   50   0.637558
40   50   0.630893
40   50   0.632868
40   75   0.531008
40   75   0.541171
40   75   0.546588
40   75   0.516554
40   75   0.539186
40   75   0.519686
40   75   0.520727
40   75   0.530192
40   75   0.654608
40   75   0.513378
40   75   0.520233
40   75   0.528446
40   75   0.546277
40   75   0.571158
40   75   0.522502
40   75   0.531771
40   75   0.515503
40   75   0.627914
40   75   0.532132
40   75   0.541519
40   75   0.510967
40   75   0.523989
40   75   0.511046
40   75   0.515576
40   75   0.52536
40   75   0.524552
40   75   0.5128
40   75   0.52409
40   75   0.515834
40   75   0.523961
40   75   0.521629
40   75   0.533523
40   75   0.520758
40   75   0.529161
40   75   0.518973
40   75   0.514958
40   75   0.526394
40   75   0.554386
40   75   0.719279
40   75   0.520119
40   75   0.534908
40   75   0.519435
40   75   0.51668
40   75   0.542472
40   75   0.527443
40   75   0.515929
40   75   0.524662
40   75   0.533925
40   75   0.513092
40   75   0.531224
40   75   0.52488
40   75   0.525753
40   75   0.527626
40   75   0.522325
40   75   0.517004
40   75   0.527093
40   75   0.530117
40   75   0.519297
40   75   0.680423
40   75   0.535564
40   75   0.531703
40   75   0.550565
40   75   0.537444
40   75   0.541538
40   75   0.516548
40   75   0.527407
40   75   0.530271
40   75   0.545937
40   75   0.527211
40   75   0.530444
40   75   0.515255
40   75   0.527201
40   75   0.524098
40   75   0.541481
40   75   0.51391
40   75   0.53193
40   75   0.511386
40   75   0.60041
40   75   0.532904
40   75   0.537609
40   75   0.512661
40   75   0.52791
40   75   0.518651
40   75   0.514701
40   75   0.539954
40   75   0.581716
40   75   0.510597
40   75   0.513805
40   75   0.514953
40   75   0.51038
40   75   0.514282
40   75   0.56524
40   75   0.502265
40   75   0.507542
40   75   0.511868
40   75   0.502576
40   75   0.511544
40   75   0.538604
40   75   0.498913
40   75   0.549573
40   100   0.360772
40   100   0.345649
40   100   0.355813
40   100   0.359968
40   100   0.346037
40   100   0.353444
40   100   0.345213
40   100   0.479191
40   100   0.355772
40   100   0.345107
40   100   0.374089
40   100   0.363393
40   100   0.356319
40   100   0.345719
40   100   0.359608
40   100   0.34536
40   100   0.369027
40   100   0.416493
40   100   0.345273
40   100   0.345822
40   100   0.35601
40   100   0.345116
40   100   0.345556
40   100   0.353458
40   100   0.345923
40   100   0.353513
40   100   0.345477
40   100   0.378026
40   100   0.354742
40   100   0.345761
40   100   0.345501
40   100   0.394601
40   100   0.345837
40   100   0.345577
40   100   0.353564
40   100   0.369969
40   100   0.345612
40   100   0.43175
40   100   0.345731
40   100   0.35989
40   100   0.355971
40   100   0.36048
40   100   0.374933
40   100   0.353844
40   100   0.345215
40   100   0.431581
40   100   0.345315
40   100   0.362292
40   100   0.41846
40   100   0.356504
40   100   0.345825
40   100   0.399583
40   100   0.344898
40   100   0.361126
40   100   0.456081
40   100   0.345354
40   100   0.345651
40   100   0.398572
40   100   0.346036
40   100   0.360637
40   100   0.503445
40   100   0.345217
40   100   0.345395
40   100   0.428632
40   100   0.344823
40   100   0.34524
40   100   0.418613
40   100   0.345753
40   100   0.402943
40   100   0.345677
40   100   0.345462
40   100   0.355257
40   100   0.347657
40   100   0.504201
40   100   0.406124
40   100   0.345105
40   100   0.345695
40   100   0.345335
40   100   0.360009
40   100   0.416127
40   100   0.403116
40   100   0.345614
40   100   0.345377
40   100   0.403429
40   100   0.414792
40   100   0.396036
40   100   0.34551
40   100   0.345662
40   100   0.426175
40   100   0.345799
40   100   0.36481
40   100   0.375944
40   100   0.345758
40   100   0.397737
40   100   0.345894
40   100   0.345679
40   100   0.398043
40   100   0.356049
40   100   0.345404
40   100   0.40535
80   25   4.19445
80   25   4.7876
80   25   4.23285
80   25   4.15172
80   25   4.20355
80   25   4.16479
80   25   4.26279
80   25   4.06024
80   25   4.14318
80   25   4.38303
80   25   3.99115
80   25   4.21906
80   25   4.10054
80   25   4.26384
80   25   4.10112
80   25   4.1501
80   25   4.27887
80   25   4.08941
80   25   4.17778
80   25   4.10593
80   25   4.1872
80   25   4.14554
80   25   4.14318
80   25   4.30558
80   25   4.26365
80   25   4.29318
80   25   4.14696
80   25   4.18903
80   25   4.25567
80   25   4.42395
80   25   4.48995
80   25   4.10208
80   25   4.4636
80   25   4.1809
80   25   4.16999
80   25   4.11806
80   25   4.24116
80   25   4.13753
80   25   4.78828
80   25   4.59955
80   25   4.24431
80   25   4.1212
80   25   4.07217
80   25   4.31187
80   25   4.35113
80   25   4.5591
80   25   3.94708
80   25   4.29687
80   25   3.99199
80   25   4.15027
80   25   4.07227
80   25   4.06982
80   25   4.03523
80   25   4.06982
80   25   4.12717
80   25   4.1746
80   25   4.00757
80   25   4.09226
80   25   4.11765
80   25   4.3043
80   25   4.13927
80   25   4.11764
80   25   4.20038
80   25   4.07031
80   25   3.95052
80   25   3.98442
80   25   5.3026
80   25   4.07413
80   25   4.10189
80   25   3.93336
80   25   4.1892
80   25   4.02823
80   25   4.00121
80   25   3.9934
80   25   3.94881
80   25   4.08861
80   25   3.99017
80   25   3.99251
80   25   4.40892
80   25   3.98101
80   25   4.07769
80   25   4.01514
80   25   4.31611
80   25   4.0078
80   25   3.98008
80   25   3.98457
80   25   4.14874
80   25   3.99675
80   25   4.05308
80   25   4.23425
80   25   4.09598
80   25   3.97174
80   25   4.02789
80   25   4.01842
80   25   4.22847
80   25   3.97692
80   25   4.04332
80   25   3.9954
80   25   4.03256
80   25   4.01246
80   50   5.16715
80   50   5.37428
80   50   5.19335
80   50   5.11294
80   50   5.34737
80   50   5.15315
80   50   5.1381
80   50   5.18191
80   50   5.38359
80   50   5.29599
80   50   7.11268
80   50   5.31176
80   50   5.2055
80   50   5.45181
80   50   5.10626
80   50   5.1527
80   50   5.1799
80   50   5.19529
80   50   5.12654
80   50   5.37424
80   50   12.695
80   50   5.40519
80   50   5.2333
80   50   5.38683
80   50   5.06688
80   50   5.12902
80   50   5.34516
80   50   5.44727
80   50   5.25864
80   50   5.21424
80   50   5.18054
80   50   5.13985
80   50   5.16234
80   50   5.16939
80   50   5.10503
80   50   5.10182
80   50   5.46594
80   50   5.18011
80   50   5.03308
80   50   5.22912
80   50   5.05416
80   50   5.1199
80   50   5.21153
80   50   5.20363
80   50   5.23204
80   50   5.18719
80   50   5.18733
80   50   5.16416
80   50   5.24776
80   50   5.12568
80   50   5.26117
80   50   5.20458
80   50   9.3871
80   50   6.5139
80   50   5.59857
80   50   5.13181
80   50   5.22742
80   50   5.28932
80   50   8.74981
80   50   5.3244
80   50   5.23632
80   50   5.12535
80   50   5.26065
80   50   5.35521
80   50   5.29524
80   50   5.22666
80   50   5.22257
80   50   5.17032
80   50   5.40861
80   50   5.19725
80   50   5.32009
80   50   5.45329
80   50   5.17036
80   50   10.8804
80   50   5.21241
80   50   5.25611
80   50   5.82912
80   50   5.55636
80   50   6.77338
80   50   5.39301
80   50   5.24457
80   50   5.54608
80   50   5.19273
80   50   5.19172
80   50   5.2092
80   50   5.24498
80   50   5.22136
80   50   5.26258
80   50   5.22166
80   50   5.20725
80   50   5.29117
80   50   5.31306
80   50   5.34903
80   50   5.28625
80   50   5.20613
80   50   5.30546
80   50   5.29614
80   50   5.28393
80   50   6.12615
80   50   5.22593
80   75   4.30051
80   75   4.26374
80   75   4.29269
80   75   4.5127
80   75   4.13041
80   75   4.26872
80   75   4.26234
80   75   4.27966
80   75   4.18978
80   75   4.247
80   75   4.21715
80   75   4.25367
80   75   4.26672
80   75   4.20149
80   75   4.20432
80   75   4.21305
80   75   4.20818
80   75   4.13441
80   75   4.23453
80   75   4.3985
80   75   4.30023
80   75   4.18092
80   75   4.2259
80   75   4.17783
80   75   4.15872
80   75   4.22549
80   75   4.38537
80   75   4.23267
80   75   4.21358
80   75   4.20001
80   75   4.19965
80   75   4.21748
80   75   4.19925
80   75   4.4893
80   75   4.26804
80   75   4.19515
80   75   4.17473
80   75   4.19559
80   75   4.24937
80   75   4.23692
80   75   4.28642
80   75   4.25964
80   75   4.21295
80   75   4.30919
80   75   4.25417
80   75   4.24252
80   75   4.21439
80   75   4.30779
80   75   4.1704
80   75   4.26637
80   75   4.26517
80   75   4.23932
80   75   4.20303
80   75   4.31618
80   75   4.31045
80   75   4.2541
80   75   4.22049
80   75   4.32907
80   75   4.20432
80   75   4.33524
80   75   4.27775
80   75   4.29705
80   75   4.21225
80   75   4.16861
80   75   4.37206
80   75   4.15582
80   75   4.29961
80   75   4.19995
80   75   4.35297
80   75   4.13872
80   75   4.24073
80   75   4.15
80   75   4.19896
80   75   4.17987
80   75   4.69914
80   75   4.30195
80   75   4.16234
80   75   4.15428
80   75   4.21381
80   75   4.26102
80   75   4.3597
80   75   4.2066
80   75   4.4092
80   75   4.34686
80   75   4.21392
80   75   4.17158
80   75   4.45612
80   75   4.27678
80   75   4.27281
80   75   4.34429
80   75   4.14992
80   75   4.30505
80   75   4.56526
80   75   4.3967
80   75   4.19759
80   75   4.29186
80   75   4.34515
80   75   4.37671
80   75   4.32378
80   75   4.85931
80   100   2.69681
80   100   2.71805
80   100   3.34354
80   100   2.85563
80   100   2.88867
80   100   2.69602
80   100   2.72992
80   100   2.70154
80   100   2.84826
80   100   2.78686
80   100   2.69478
80   100   2.69593
80   100   2.97442
80   100   2.76647
80   100   2.85327
80   100   2.69337
80   100   2.70007
80   100   2.72409
80   100   2.74666
80   100   2.72121
80   100   2.82814
80   100   2.72947
80   100   2.70494
80   100   2.65337
80   100   3.1063
80   100   2.7349
80   100   2.73478
80   100   2.71956
80   100   2.6608
80   100   2.74116
80   100   2.72928
80   100   2.65313
80   100   2.71284
80   100   2.77643
80   100   2.73579
80   100   2.81529
80   100   2.73642
80   100   2.87093
80   100   2.76616
80   100   2.70223
80   100   2.7515
80   100   2.6861
80   100   2.9779
80   100   3.12438
80   100   4.25042
80   100   4.42343
80   100   4.16231
80   100   4.60418
80   100   4.31989
